שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,Arabs,Left,Right,Center,Orthodox
קודייראת א-צאנע(ש,964,1014,306,8,298,275,6,4,2,3
קוואעין (שבט),972,366,93,1,92,81,1,7,1,0
קוממיות,766,247,149,3,146,0,0,0,0,145
קורנית,1179,541,433,5,428,4,240,50,115,1
קטורה,1052,430,200,1,199,1,133,19,29,1
קיסריה,1167,3948,2608,15,2593,11,840,732,833,23
קלחים,414,289,213,1,212,4,84,46,32,37
קליה,3601,295,219,4,215,0,56,79,55,1
קלנסווה,638,11260,5923,84,5839,5331,351,54,22,40
קלע,4024,134,65,2,63,0,20,18,22,0
קציר,1243,1804,1255,10,1245,7,529,295,298,27
קצר א-סר,1347,530,317,4,313,284,3,1,1,18
קצרין,4100,5651,3233,73,3160,6,627,1575,435,141
קרית אונו,2620,25378,18851,138,18713,48,6297,5089,5495,806
קרית ארבע,3611,4320,3137,41,3096,3,46,1923,34,113
קרית אתא,6800,43617,26595,363,26232,31,4552,12391,4183,3030
קרית ביאליק,9500,33554,21019,305,20714,28,5517,7817,5003,1027
קרית גת,2630,38225,23296,374,22922,22,2566,10701,2588,5213
קרית טבעון,2300,12818,9205,47,9158,73,4366,1747,2248,211
קרית ים,9600,35553,19441,370,19071,27,3416,9455,3199,1271
קרית יערים,1137,2199,1631,10,1621,0,12,89,10,1437
קרית מוצקין,8200,34909,22221,279,21942,22,5752,8426,5265,938
קרית מלאכי,1034,15854,9710,157,9553,6,804,4170,524,2565
קרית נטפים,3746,312,265,0,265,0,0,209,3,11
קרית ענבים,78,275,210,3,207,1,140,12,41,2
קרית עקרון,469,7918,5176,70,5106,8,713,2489,628,693
קרית שמונה,2800,18312,10044,166,9878,21,1364,5046,1226,1207
קרני שומרון,3640,4717,3511,34,3477,2,139,2404,171,151
קשת,4006,374,294,1,293,0,2,258,1,6
ראמה,543,5722,3160,82,3078,1922,341,441,48,272
ראס אל-עין,1334,217,111,0,111,77,4,10,3,13
ראס עלי,990,302,179,2,177,120,49,3,1,2
ראש העין,2640,28857,21144,141,21003,26,3822,7799,4173,2083
ראש פינה,26,2058,1518,9,1509,10,663,366,261,22
ראש צורים,3602,436,391,2,389,1,5,335,7,8
ראשון לציון,8300,191230,126648,1303,125345,183,29519,47618,31891,7296
רבבה,3795,626,582,1,581,0,0,502,0,12
רבדים,564,426,313,0,313,3,229,15,43,0
רביבים,354,654,424,4,420,4,295,45,38,2
רגבה,390,784,607,2,605,1,359,80,144,7
רגבים,444,335,208,0,208,1,130,19,42,2
רהט,1161,23793,13460,218,13242,12135,324,245,65,196
רווחה,2051,396,301,3,298,0,12,159,17,93
רוויה,2016,210,142,0,142,0,4,64,7,61
רוחמה,362,462,310,1,309,0,248,20,36,0
רומאנה,539,554,413,2,411,404,2,1,2,0
רומת הייב,997,1099,382,25,357,90,94,38,29,94
רועי,3619,175,139,0,139,0,31,71,21,3
רחוב,854,269,181,2,179,0,8,92,21,53
רחובות,8400,93606,62704,557,62147,143,14501,23543,11369,6955
ריחאניה,540,843,424,9,415,29,226,89,55,11
ריחן,3568,120,89,0,89,0,37,25,17,1
ריינה,542,9572,5140,93,5047,4697,141,37,14,100
רימונים,3565,432,282,0,282,1,24,181,22,9
רינתיה,616,650,493,1,492,4,137,146,125,20
רכסים,922,5102,4343,17,4326,0,75,391,107,3599
רם-און,1069,552,457,0,457,0,231,60,146,5
רמות,4702,414,324,3,321,0,123,53,119,3
רמות השבים,206,1072,824,3,821,2,387,86,298,9
רמות מאיר,735,522,367,1,366,2,152,83,100,16
רמות מנשה,445,752,597,6,591,2,389,28,146,1
רמות נפתלי,372,403,293,2,291,2,92,80,73,13
רמלה,8500,50254,28249,692,27557,3781,3332,11514,2452,4758
רמת גן,8600,122041,80862,680,80182,298,25280,24155,20732,4228
רמת דוד,135,315,282,3,279,1,163,34,64,3
רמת הכובש,184,602,454,2,452,2,276,24,122,1
רמת השופט,335,610,437,2,435,1,295,24,88,0
רמת השרון,2650,35000,25704,193,25511,99,9865,4883,7926,1471
רמת יוחנן,178,753,529,2,527,0,350,55,91,2
רמת ישי,122,5197,3952,18,3934,11,1445,1104,1049,63
רמת מגשימים,4701,399,328,0,328,0,1,284,6,4
רמת צבי,339,387,309,1,308,2,159,61,69,3
רמת רזיאל,460,428,328,3,325,5,146,78,70,5
רמת רחל,127,320,246,1,245,0,129,36,68,2
רנן,789,363,235,2,233,0,96,85,39,1
רעים,713,330,252,0,252,2,179,11,26,1
רעננה,8700,60053,41381,228,41153,88,12603,13518,10798,1701
רקפת,1228,588,467,0,467,0,266,69,124,0
רשפון,247,861,670,2,668,1,272,108,246,1
רשפים,437,366,281,1,280,1,202,11,46,0
רתמים,1260,162,137,1,136,0,12,110,0,0
שאר ישוב,324,354,272,1,271,0,102,60,79,0
שבי ציון,282,742,545,2,543,1,223,132,142,3
שבי שומרון,3571,487,386,5,381,0,2,272,1,14
שבלי - אום אל-גנם,913,3371,1481,28,1453,748,358,98,111,111
שגב-שלום,1286,3323,1308,27,1281,1158,24,9,4,47
שדה אילן,721,344,282,1,281,0,15,216,21,6
שדה אליהו,304,595,390,5,385,0,31,298,26,3
שדה אליעזר,861,535,372,1,371,2,77,115,140,9
שדה בוקר,885,435,302,2,300,3,191,61,29,3
שדה דוד,36,309,197,2,195,0,27,73,7,73
שדה ורבורג,284,949,762,4,758,4,362,101,242,1
שדה יואב,293,259,207,0,207,1,150,12,37,0
שדה יעקב,142,523,447,1,446,0,49,338,31,6
שדה יצחק,2008,364,258,1,257,3,80,48,100,7
שדה משה,18,380,291,0,291,0,103,72,81,10
שדה נחום,259,290,204,1,203,0,98,36,63,1
שדה נחמיה,329,537,413,0,413,1,229,59,94,4
שדה ניצן,1058,329,177,0,177,1,102,17,50,1
שדה עוזיהו,739,841,602,5,597,0,40,320,58,156
שדה צבי,2049,302,203,2,201,1,28,79,34,47
שדות ים,327,611,478,3,475,4,297,35,95,6
שדות מיכה,27,262,170,1,169,0,12,59,9,79
שדי אברהם,1223,198,143,1,142,0,60,30,37,1
שדי חמד,2015,687,540,1,539,2,207,93,190,1
שדי תרומות,2057,324,179,3,176,0,15,112,20,22
שדמה,555,324,240,0,240,6,117,32,77,1
שדמות דבורה,306,416,328,0,328,0,145,51,108,2
שדמות מחולה,3578,368,237,1,236,0,2,207,1,4
שדרות,1031,16889,9387,179,9208,20,1374,4820,709,1580
שואבה,741,430,323,0,323,0,115,103,68,9
שובה,761,372,279,1,278,0,3,163,3,93
שובל,394,554,384,2,382,2,280,24,59,2
שוהם,1304,12989,10329,34,10295,13,2738,3485,3302,220
שומרה,614,278,166,0,166,1,8,70,53,28
שומריה,1265,288,252,0,252,0,0,220,3,4
שוקדה,415,194,142,0,142,0,6,93,7,31
שורש,456,650,510,7,503,1,224,101,128,11
שורשים,1235,312,223,0,223,2,118,40,51,1
שושנת העמקים,224,479,308,1,307,0,51,108,72,34
שזור,527,263,174,1,173,0,28,93,26,18
שחר,7,438,314,12,302,0,83,91,80,37
שיבולים,865,262,198,1,197,0,13,137,12,20
שייח' דנון,658,1619,879,13,866,721,22,19,13,76
שילה,3641,1391,1145,4,1141,1,4,814,0,33
שילת,1165,374,319,0,319,4,153,50,88,1
שכניה,1160,497,398,3,395,0,215,66,100,1
שלווה,873,339,223,1,222,0,0,128,1,83
שלוחות,439,394,289,0,289,0,45,195,21,6
שלומי,812,4720,3064,53,3011,3,450,1488,372,393
שמיר,366,648,442,1,441,1,302,22,87,0
שמעה,3784,241,142,4,138,0,22,79,11,4
שמרת,432,358,250,0,250,2,196,16,26,0
שמשית,1337,1402,1155,3,1152,1,605,153,348,7
שני,1287,305,188,1,187,0,29,97,16,4
שניר,1132,398,300,0,300,1,192,23,65,1
שעב,538,3986,2747,15,2732,2523,91,30,11,56
שעל,4009,206,145,0,145,0,23,54,33,5
שעלבים,856,427,379,0,379,0,5,261,10,48
שער אפרים,661,977,757,9,748,5,166,267,189,51
שער הגולן,264,505,378,4,374,0,272,21,68,0
שער העמקים,237,540,421,0,421,4,316,7,72,0
שער מנשה,921,122,11,1,10,0,2,2,2,2
שערי תקווה,3720,3240,2521,7,2514,2,271,1556,363,60
שפיים,232,880,684,2,682,5,440,31,171,3
שפיר,692,444,365,3,362,0,61,192,57,32
שפר,846,283,191,1,190,0,28,103,27,13
שפרעם,8800,24165,13071,188,12883,9781,738,1625,535,65
שקד,3649,477,360,3,357,0,53,173,72,5
שקף,1233,408,339,2,337,0,79,173,44,8
שרונה,292,427,340,1,339,2,157,47,113,1
שריגים (לי-און),1114,665,479,1,478,21,263,78,80,5
שריד,126,722,518,4,514,1,357,38,104,1
שרשרת,398,228,176,2,174,1,0,102,5,44
שתולה,1045,219,143,1,142,7,21,54,16,23
שתולים,763,1177,842,7,835,0,121,413,160,60
תאשור,2062,241,163,0,163,3,63,30,38,17
תדהר,2061,237,170,0,170,0,57,62,20,19
תובל,1172,281,194,1,193,10,132,16,27,0
תומר,3558,242,182,0,182,0,36,79,47,0
תושיה,1083,208,183,3,180,1,0,140,0,12
תימורים,163,585,455,3,452,0,179,73,178,4
תירוש,10,301,199,2,197,0,7,66,8,105
תל אביב - יפו,5000,394134,246890,1989,244901,8046,94480,53355,55394,16607
תל יוסף,84,374,275,1,274,0,164,25,66,3
תל יצחק,287,664,553,6,547,0,305,75,141,5
תל מונד,154,7442,5529,40,5489,6,1535,1524,1838,230
תל עדשים,103,707,542,3,539,1,202,131,167,5
תל קציר,719,271,189,1,188,0,109,23,45,0
תל שבע,1054,6981,3049,69,2980,2651,45,47,16,157
תל תאומים,1283,269,178,1,177,0,3,119,15,25
תלם,3719,126,95,0,95,0,5,46,8,6
תלמי אליהו,1051,244,128,1,127,0,36,41,20,20
תלמי אלעזר,2003,528,410,3,407,0,128,131,118,1
"תלמי ביל""ו",2050,272,176,4,172,0,18,82,38,26
תלמי יוסף,1237,238,162,0,162,0,75,25,35,1
תלמי יחיאל,727,508,356,2,354,1,120,82,103,18
תלמי יפה,744,370,275,0,275,0,97,75,90,2
תלמים,814,481,347,7,340,1,9,167,9,125
תמרת,1244,1212,942,1,941,4,574,86,228,3
תנובות,2002,548,409,4,405,1,100,127,107,29
תעוז,752,396,298,1,297,1,51,143,42,40
תפרח,709,864,769,5,764,0,2,38,4,699
תקומה,665,411,353,1,352,0,50,225,32,26
תקוע,3563,1472,1135,8,1127,0,32,793,27,35
תראבין א-צאנע (שב,970,584,98,5,93,38,2,3,0,45
תראבין א-צאנע(ישו,1346,154,54,1,53,13,1,4,1,32
תרום,778,401,306,2,304,0,20,189,9,50
