שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,Arabs,Left,Right,Center,Orthodox
צופים,3791,1417,1146,1,1145,0,27,538,161,31
צופית,198,795,596,0,596,2,131,53,387,2
צופר,1150,334,255,0,255,0,46,13,176,0
צוקי ים,1102,158,119,0,119,1,25,21,71,1
צוקים,1262,179,137,0,137,2,36,7,78,0
צור הדסה,1113,5457,4289,13,4276,19,587,1562,1377,48
צור יצחק,1345,3350,2835,6,2829,2,243,636,1651,38
צור משה,276,1823,1421,6,1415,3,209,201,909,12
צור נתן,1148,230,172,1,171,0,14,59,80,1
צוריאל,774,285,214,0,214,0,8,154,17,6
צורית,1221,714,530,1,529,0,71,67,333,0
ציפורי,613,648,496,1,495,2,78,85,290,1
צלפון,796,664,515,3,512,0,16,325,80,27
צנדלה,636,1202,385,9,376,323,28,15,3,2
צפריה,594,512,437,1,436,0,2,226,26,20
צפרירים,1079,300,200,1,199,2,46,62,55,14
צפת,8000,23118,14130,96,14034,100,213,7819,855,4045
צרופה,612,702,532,0,532,0,30,227,176,38
צרעה,567,833,555,2,553,15,240,22,264,1
קבועה (שבט),1234,724,194,5,189,122,23,1,10,21
קבוצת יבנה,334,602,451,2,449,0,30,104,146,2
קדומים,3557,2609,2183,6,2177,0,4,1533,24,46
קדימה-צורן,195,15275,11630,35,11595,24,1128,3340,5776,525
קדמת צבי,4025,372,290,0,290,0,28,49,165,0
קדר,3781,954,707,2,705,0,8,486,88,18
קדרון,615,1143,902,3,899,0,133,91,622,3
קדרים,1211,176,128,0,128,0,41,21,57,0
קודייראת א-צאנע(שבט),964,1306,168,2,166,128,7,7,11,0
קוואעין (שבט),972,472,65,1,64,52,1,6,1,1
קוממיות,766,240,138,0,138,0,0,5,0,133
קורנית,1179,630,513,0,513,1,156,45,287,0
קטורה,1052,440,242,3,239,2,92,14,115,1
קיסריה,1167,4772,3150,5,3145,9,360,857,1655,33
קלחים,414,350,291,1,290,0,57,102,91,16
קליה,3601,372,279,0,279,0,23,69,104,3
קלנסווה,638,13987,6667,74,6593,5796,550,78,83,15
קלע,4024,212,127,1,126,0,19,40,41,1
קציר,1243,2191,1551,2,1549,16,312,380,697,12
קצר א-סר,1347,1194,666,9,657,550,34,4,25,3
קצרין,4100,6040,3565,38,3527,1,142,2098,724,82
קרית אונו,2620,28727,21670,90,21580,34,2790,6423,10227,555
קרית ארבע,3611,4704,3455,13,3442,0,19,2833,66,98
קרית אתא,6800,46961,30871,246,30625,15,934,18131,6258,2602
קרית ביאליק,9500,34220,22168,157,22011,12,1237,10580,7681,685
קרית גת,2630,41706,27769,331,27438,9,508,16502,3389,4988
קרית טבעון,2300,13652,9727,29,9698,73,2219,1842,4780,128
קרית ים,9600,36506,21114,227,20887,13,596,13658,4312,670
קרית יערים,1137,3194,2403,19,2384,1,10,245,11,2038
קרית מוצקין,8200,37178,24868,156,24712,19,1345,12086,8494,565
קרית מלאכי,1034,16901,11285,99,11186,20,198,7233,829,1975
קרית נטפים,3746,410,345,1,344,0,0,194,2,11
קרית ענבים,78,304,220,0,220,0,81,18,109,2
קרית עקרון,469,8178,5782,63,5719,5,170,3720,854,507
קרית שמונה,2800,18257,11030,93,10937,13,352,7611,1219,678
קרני שומרון,3640,5326,4109,19,4090,1,41,2631,188,117
קשת,4006,424,334,0,334,0,2,243,4,6
ראמה,543,6301,3399,70,3329,1632,468,383,735,57
ראס אל-עין,1334,263,157,2,155,75,4,8,65,0
ראס עלי,990,390,158,3,155,93,8,3,9,39
ראש העין,2640,40024,31066,112,30954,16,1361,13803,10495,2579
ראש פינה,26,2404,1765,1,1764,10,320,543,705,20
ראש צורים,3602,484,427,1,426,0,0,155,9,0
ראשון לציון,8300,204949,138817,713,138104,95,7749,65012,48716,4983
רבבה,3795,1122,986,4,982,0,4,717,3,26
רבדים,564,564,414,0,414,1,197,16,181,1
רביבים,354,696,442,2,440,4,188,36,168,1
רגבה,390,807,615,4,611,1,127,94,365,2
רגבים,444,410,286,1,285,3,78,25,165,0
רהט,1161,32511,16131,179,15952,14031,758,224,600,145
רווחה,2051,424,349,0,349,0,3,254,15,53
רוויה,2016,253,173,0,173,0,1,120,5,26
רוחמה,362,498,350,1,349,0,140,15,184,1
רומאנה,539,709,478,1,477,418,10,0,10,0
רומת הייב,997,1333,526,6,520,34,34,20,245,32
רועי,3619,129,99,0,99,0,5,35,44,0
רחוב,854,322,235,0,235,0,0,175,13,18
רחובות,8400,105909,73520,395,73125,122,5791,30986,22390,6853
רחלים,3822,303,277,0,277,0,0,175,0,2
ריחאניה,540,913,517,9,508,29,172,44,257,1
ריחן,3568,192,155,0,155,0,21,49,50,0
ריינה,542,11269,5195,95,5100,4348,215,129,163,172
רימונים,3565,513,357,1,356,0,0,245,39,3
רינתיה,616,701,564,0,564,0,61,208,219,11
רכסים,922,6113,5276,50,5226,0,23,503,75,4553
רם-און,1069,644,498,1,497,0,91,55,307,1
רמות,4702,435,347,0,347,0,47,51,215,3
רמות השבים,206,1148,888,2,886,3,180,84,569,2
רמות מאיר,735,558,413,1,412,1,54,94,209,4
רמות מנשה,445,821,650,1,649,5,242,26,349,0
רמות נפתלי,372,430,323,3,320,0,44,96,129,10
רמלה,8500,55296,32557,454,32103,3118,1203,18700,3938,3123
רמת גן,8600,129802,87126,370,86756,232,10197,28491,37224,3204
רמת דוד,135,348,280,2,278,0,87,19,156,0
רמת הכובש,184,654,508,0,508,1,181,26,275,1
רמת השופט,335,718,515,2,513,1,188,45,247,1
רמת השרון,2650,36941,27033,70,26963,75,3873,5677,14978,996
רמת יוחנן,178,827,583,1,582,0,216,45,296,1
רמת ישי,122,5666,4289,15,4274,4,483,1279,2101,41
רמת מגשימים,4701,440,357,0,357,0,3,211,15,2
רמת צבי,339,445,373,0,373,1,85,42,212,2
רמת רזיאל,460,469,352,0,352,4,85,92,129,1
רמת רחל,127,357,284,0,284,0,65,27,178,1
רנן,789,427,325,1,324,1,13,157,94,1
רעים,713,366,273,1,272,0,105,14,140,0
רעננה,8700,64703,44309,142,44167,44,4293,13684,19228,1865
רקפת,1228,741,558,0,558,1,140,16,354,3
רשפון,247,867,680,0,680,0,116,87,445,0
רשפים,437,595,496,0,496,0,131,36,203,2
רתמים,1260,217,179,0,179,0,7,39,21,1
שאר ישוב,324,425,322,0,322,0,39,99,151,3
שבי ציון,282,864,629,3,626,2,80,139,327,3
שבי שומרון,3571,543,445,1,444,0,2,335,9,9
שבלי - אום אל-גנם,913,4055,1607,14,1593,743,294,78,398,17
שגב-שלום,1286,4828,2029,30,1999,1888,37,17,36,1
שדה אילן,721,380,314,0,314,0,8,160,34,9
שדה אליהו,304,618,404,2,402,0,15,167,57,3
שדה אליעזר,861,637,480,0,480,0,44,181,183,4
שדה בוקר,885,408,286,2,284,2,99,11,154,0
שדה דוד,36,395,299,0,299,0,10,178,58,37
שדה ורבורג,284,985,778,1,777,2,146,87,517,1
שדה יואב,293,369,294,0,294,0,102,11,169,0
שדה יעקב,142,614,504,0,504,1,25,249,67,7
שדה יצחק,2008,395,283,0,283,2,36,79,146,4
שדה משה,18,398,306,4,302,0,22,88,165,2
שדה נחום,259,495,384,1,383,1,57,96,170,4
שדה נחמיה,329,735,575,0,575,0,130,135,261,2
שדה ניצן,1058,363,215,0,215,0,64,18,109,2
שדה עוזיהו,739,970,759,3,756,0,9,600,52,56
שדה צבי,2049,418,310,0,310,0,26,141,80,27
שדות ים,327,696,579,0,579,2,140,54,342,11
שדות מיכה,27,267,196,1,195,0,5,118,13,38
שדי אברהם,1223,250,184,3,181,0,25,33,104,0
שדי חמד,2015,717,581,1,580,0,93,104,338,2
שדי תרומות,2057,363,257,1,256,0,0,218,7,7
שדמה,555,390,295,1,294,2,52,30,196,0
שדמות דבורה,306,482,392,0,392,0,59,44,262,0
שדמות מחולה,3578,380,326,0,326,0,1,206,2,1
שדרות,1031,19944,12918,158,12760,14,505,8670,1176,1108
שואבה,741,465,357,1,356,2,69,114,135,5
שובה,761,426,336,1,335,0,3,250,7,28
שובל,394,618,484,2,482,2,190,27,243,1
שוהם,1304,15504,12170,27,12143,5,1092,3622,5622,155
שומרה,614,299,198,0,198,0,7,138,25,22
שומריה,1265,326,269,1,268,0,0,245,2,4
שוקדה,415,261,210,0,210,0,2,140,3,14
שורש,456,1087,868,9,859,1,152,228,367,4
שורשים,1235,393,290,0,290,3,64,40,156,0
שושנת העמקים,224,443,315,0,315,0,27,149,86,29
שזור,527,272,188,0,188,0,5,139,23,11
שחר,7,516,371,0,371,0,26,170,99,35
שחרות,1266,112,75,0,75,0,18,8,42,0
שיבולים,865,265,214,1,213,0,1,156,13,14
שייח' דנון,658,1952,1059,20,1039,773,156,15,5,49
שילה,3641,1917,1583,2,1581,0,3,1110,5,30
שילת,1165,484,392,0,392,0,91,54,214,3
שכניה,1160,609,481,0,481,4,129,41,267,1
שלווה,873,378,304,0,304,0,1,229,6,60
שלוחות,439,362,277,1,276,0,13,86,48,5
שלומי,812,5035,3367,22,3345,0,109,2077,580,237
שלומית,1364,109,94,0,94,0,0,70,0,4
שמיר,366,674,519,0,519,2,193,23,276,0
שמעה,3784,425,320,1,319,0,8,221,18,4
שמרת,432,421,308,2,306,0,130,34,129,0
שמשית,1337,1791,1338,1,1337,1,259,160,841,7
שני,1287,458,339,3,336,0,16,193,71,2
שניר,1132,424,322,0,322,0,90,28,177,0
שעב,538,4752,2867,13,2854,2469,82,104,30,59
שעל,4009,213,170,1,169,0,18,58,64,4
שעלבים,856,706,625,2,623,0,6,478,4,39
שער אפרים,661,1225,936,5,931,0,72,392,343,34
שער הגולן,264,493,394,0,394,1,141,28,215,0
שער העמקים,237,551,434,1,433,2,207,9,207,1
שער מנשה,921,131,13,2,11,0,1,2,5,3
שערי תקווה,3720,3868,3023,6,3017,4,84,1541,566,79
שפיים,232,976,774,1,773,3,276,23,457,1
שפיר,692,518,438,0,438,1,14,240,103,22
שפר,846,316,233,0,233,0,14,146,35,8
שפרעם,8800,28453,13491,211,13280,8166,1230,2281,1227,137
שקד,3649,594,440,1,439,0,11,201,117,2
שקף,1233,282,224,0,224,0,42,46,102,0
שרונה,292,443,351,1,350,0,75,40,205,1
שריגים (לי-און),1114,813,614,2,612,4,182,108,274,2
שריד,126,751,546,1,545,1,217,34,267,2
שרשרת,398,253,192,0,192,0,1,147,3,27
שתולה,1045,227,167,0,167,1,11,99,26,10
שתולים,763,1370,1044,4,1040,0,21,623,224,33
תאשור,2062,292,211,2,209,1,37,67,75,4
תדהר,2061,397,302,0,302,0,23,168,55,7
תובל,1172,374,246,0,246,7,124,16,91,0
תומר,3558,252,209,1,208,0,17,52,94,0
תושיה,1083,322,262,0,262,0,1,207,2,8
תימורים,163,632,497,0,497,2,58,66,321,4
תירוש,10,333,237,2,235,0,5,143,5,76
תל אביב - יפו,5000,426398,268795,1194,267601,6198,46825,64664,122271,10957
תל יוסף,84,371,287,0,287,0,63,17,186,1
תל יצחק,287,663,540,3,537,1,109,60,333,1
תל מונד,154,9255,7091,25,7066,4,574,2097,3595,142
תל עדשים,103,838,674,2,672,1,86,153,360,2
תל קציר,719,306,220,0,220,0,57,27,108,0
תל שבע,1054,9286,2870,29,2841,2477,126,51,98,24
תל תאומים,1283,326,245,2,243,0,1,159,22,10
תלם,3719,210,195,1,194,0,1,133,9,9
תלמי אליהו,1051,231,148,1,147,0,9,67,36,12
תלמי אלעזר,2003,634,503,0,503,0,70,117,282,1
"תלמי ביל""ו",2050,337,253,1,252,0,13,156,40,7
תלמי יוסף,1237,257,174,0,174,0,36,31,82,1
תלמי יחיאל,727,617,481,0,481,0,35,151,229,9
תלמי יפה,744,490,365,1,364,0,34,101,176,1
תלמים,814,557,421,1,420,2,4,248,17,111
תמרת,1244,1191,953,0,953,2,235,88,592,5
תנובות,2002,617,477,6,471,0,43,210,160,15
תעוז,752,425,343,2,341,1,25,161,87,34
תפרח,709,999,879,6,873,0,0,62,9,787
תקומה,665,479,410,0,410,0,14,215,61,9
תקוע,3563,2067,1620,3,1617,2,20,659,58,36
תראבין א-צאנע (שבט),970,496,26,0,26,11,3,2,9,1
תראבין א-צאנע(ישוב),1346,567,143,2,141,56,15,46,10,0
תרום,778,556,441,1,440,0,8,246,41,40
